,id,transcription,emotion,text,label
2132,Ses03F_impro02_F028,What do you mean?,sad,What do you mean?,3
2133,Ses03F_impro02_F029,"Look, I need you to be strong for me. 'Cause I can't be the only one that's strong right now, really, I--",sad,"Look, I need you to be strong for me. 'Cause I can't be the only one that's strong right now, really, I--",3
2134,Ses03F_impro02_F031,"and if we survive, if we survive that then babe, you know you know we could survive any--",sad,"and if we survive, if we survive that then babe, you know you know we could survive any--",3
2135,Ses03F_impro02_F032,I will come back.,sad,I will come back.,3
2136,Ses03F_impro02_F034,we'll have all the money that we ever needed.,sad,we'll have all the money that we ever needed.,3
2137,Ses03F_impro02_F035,And- And then I'll stop working and- I'll stay home with the baby.,sad,And- And then I'll stop working and- I'll stay home with the baby.,3
2138,Ses03F_impro02_F036,It's all I ever knew how to do. I can't quit now.,sad,It's all I ever knew how to do. I can't quit now.,3
2139,Ses03F_impro02_F037,"Well, we- we tell her mommy's going on va- on a trip for for- a while.",sad,"Well, we- we tell her mommy's going on va- on a trip for for- a while.",3
2140,Ses03F_impro02_F038,Don't do that to me.,sad,Don't do that to me.,3
2141,Ses03F_impro02_F039,"It's hard enough already, Brian, I can't.",sad,"It's hard enough already, Brian, I can't.",3
2142,Ses03F_impro02_F040,I know.,sad,I know.,3
2143,Ses03F_impro02_F041,"I didn't expect this to happen. I never planned for this. Some things you just don't plan for, you know.",sad,"I didn't expect this to happen. I never planned for this. Some things you just don't plan for, you know.",3
2144,Ses03F_impro02_F042,"I'm sorry, babe.",sad,"I'm sorry, babe.",3
2145,Ses03F_impro02_F043,I'm so sorry.,sad,I'm so sorry.,3
2146,Ses03F_impro02_M000,All right.,neu,All right.,0
2147,Ses03F_impro02_M001,She's doing fine. She just took her first steps today actually. I videotaped it for you so you can watch it.,hap,She's doing fine. She just took her first steps today actually. I videotaped it for you so you can watch it.,1
2148,Ses03F_impro02_M007,"I can't- No, I can't do this alone.",ang,"I can't- No, I can't do this alone.",2
2149,Ses03F_impro02_M014,I have to work.,sad,I have to work.,3
2150,Ses03F_impro02_M016,You can't leave your daughter alone like this.,sad,You can't leave your daughter alone like this.,3
2151,Ses03F_impro02_M017,You can't postpone it?,sad,You can't postpone it?,3
2152,Ses03F_impro02_M018,I don't know if I can handle you going another year.,sad,I don't know if I can handle you going another year.,3
2153,Ses03F_impro02_M019,I don't know if I- if I could take it.,sad,I don't know if I- if I could take it.,3
2154,Ses03F_impro02_M020,I can't be that strong. A whole year.,sad,I can't be that strong. A whole year.,3
2155,Ses03F_impro02_M021,"me, oh my god.",sad,"me, oh my god.",3
2156,Ses03F_impro02_M024,It doesn't look very good.,sad,It doesn't look very good.,3
2157,Ses03F_impro02_M025,I don't want the money. I want-you here,sad,I don't want the money. I want-you here,3
2158,Ses03F_impro02_M027,If your life is going to be in danger and this family is going to be in danger we don't need the job. We'll find the money.,ang,If your life is going to be in danger and this family is going to be in danger we don't need the job. We'll find the money.,2
2159,Ses03F_impro02_M028,How are we supposed to tell Amy? How's she supposed to understand that?,sad,How are we supposed to tell Amy? How's she supposed to understand that?,3
2160,Ses03F_impro02_M029,"How is she going to feel the first year in school, no mom.",sad,"How is she going to feel the first year in school, no mom.",3
2161,Ses03F_impro02_M031,"All right, then.",sad,"All right, then.",3
2162,Ses03F_impro03_F004,"at the end of the performance, you know, like we're all clapping and stuff. And all of a sudden I look over and",hap,"at the end of the performance, you know, like we're all clapping and stuff. And all of a sudden I look over and",1
2163,Ses03F_impro03_F005,"Joe's gone. -where did he go, you know?",hap,"Joe's gone. -where did he go, you know?",1
2164,Ses03F_impro03_F006,"And I'm like oh, he went to the- -the bathroom, but he didn't tell me, I didn't even notice him leaving. And all of a sudden, I swear to God, I'm sitting there and-",hap,"And I'm like oh, he went to the- -the bathroom, but he didn't tell me, I didn't even notice him leaving. And all of a sudden, I swear to God, I'm sitting there and-",1
2165,Ses03F_impro03_F007,he comes up onstage-- And the entire cast everyone just like,hap,he comes up onstage-- And the entire cast everyone just like,1
2166,Ses03F_impro03_F008,goes up there and everyone's clapping and he's standing there and they put a spotlight on him.,hap,goes up there and everyone's clapping and he's standing there and they put a spotlight on him.,1
2167,Ses03F_impro03_F009,"And I'm like freaking out. I'm like what the hell's going on, you know. I don't know what's going on. And so he's like standing there and then all of a sudden they give him a microphone-",hap,"And I'm like freaking out. I'm like what the hell's going on, you know. I don't know what's going on. And so he's like standing there and then all of a sudden they give him a microphone-",1
2168,Ses03F_impro03_F011,"he asked me to marry him, like- onstage. I was like, I couldn't believe--and I had to walk up there and I was, like I think I tripped or something.",hap,"he asked me to marry him, like- onstage. I was like, I couldn't believe--and I had to walk up there and I was, like I think I tripped or something.",1
2169,Ses03F_impro03_F012,"Yeah, I said yes, but I, yeah, I mean,",hap,"Yeah, I said yes, but I, yeah, I mean,",1
2170,Ses03F_impro03_F013,"I don't know- it just like took me, took me by surprise.",hap,"I don't know- it just like took me, took me by surprise.",1
2171,Ses03F_impro03_F014,He scored points.,hap,He scored points.,1
2172,Ses03F_impro03_F015,"Oh, yeah. Everyone--yeah. And people--friends of ours were in the audience, I didn't know about, like family members.",hap,"Oh, yeah. Everyone--yeah. And people--friends of ours were in the audience, I didn't know about, like family members.",1
2173,Ses03F_impro03_F016,Yeah. It was great.,hap,Yeah. It was great.,1
2174,Ses03F_impro03_F017,"It was--I cried,",hap,"It was--I cried,",1
2175,Ses03F_impro03_F018,"like a loser, I cried.",hap,"like a loser, I cried.",1
2176,Ses03F_impro03_F019,"But, I don't know, I--it's so weird to think I'm marrying somebody 'cause I feel so young, you know?",hap,"But, I don't know, I--it's so weird to think I'm marrying somebody 'cause I feel so young, you know?",1
2177,Ses03F_impro03_F020,No. No plans. or any- and probably,hap,No. No plans. or any- and probably,1
2178,Ses03F_impro03_F021,"like I think I want to get married--I want to have two weddings. One here, then one in Europe.",hap,"like I think I want to get married--I want to have two weddings. One here, then one in Europe.",1
2179,Ses03F_impro03_F024,Yeah. I'm so excited. [LAUGHTER].,hap,Yeah. I'm so excited. [LAUGHTER].,1
2180,Ses03F_impro03_M000,"Oh, my God, look at that. Huh-oh, how many carats is that?",hap,"Oh, my God, look at that. Huh-oh, how many carats is that?",1
2181,Ses03F_impro03_M001,Like eighteen? [LAUGHTER],hap,Like eighteen? [LAUGHTER],1
2182,Ses03F_impro03_M002,"Oh, Jesus.",hap,"Oh, Jesus.",1
2183,Ses03F_impro03_M005,yeah [LAUGHTER],hap,yeah [LAUGHTER],1
2184,Ses03F_impro03_M006,"Yeah, The Lousy Chaperone. [LAUGHTER] Uh huh.",hap,"Yeah, The Lousy Chaperone. [LAUGHTER] Uh huh.",1
2185,Ses03F_impro03_M007,[LAUGHTER] Uh- Drowsy.,hap,[LAUGHTER] Uh- Drowsy.,1
2186,Ses03F_impro03_M010,"Oh, my God.",hap,"Oh, my God.",1
2187,Ses03F_impro03_M015,"No, you deserve to cry. I mean, tears of happiness.",hap,"No, you deserve to cry. I mean, tears of happiness.",1
2188,Ses03F_impro03_M021,That's awesome. [LAUGHTER] Marriage.,hap,That's awesome. [LAUGHTER] Marriage.,1
2189,Ses03F_impro04_F002,"I just, I see all these other people getting commercials and work and it's like I'm not getting anything.",sad,"I just, I see all these other people getting commercials and work and it's like I'm not getting anything.",3
2190,Ses03F_impro04_F022,it's not funny. I just don't know what I'm going to do.,sad,it's not funny. I just don't know what I'm going to do.,3
2191,Ses03F_impro04_F023,"Yeah, I guess I could.",sad,"Yeah, I guess I could.",3
2192,Ses03F_impro04_F024,Yeah,sad,Yeah,3
2193,Ses03F_impro04_M000,"Hey, you just got to keep on going.",neu,"Hey, you just got to keep on going.",0
2194,Ses03F_impro04_M001,"No, don't think like that.",neu,"No, don't think like that.",0
2195,Ses03F_impro04_M002,Russel Crowe wasn't forty until he got his big stuff.,neu,Russel Crowe wasn't forty until he got his big stuff.,0
2196,Ses03F_impro04_M003,"If you really want to do it-I mean,",neu,"If you really want to do it-I mean,",0
2197,Ses03F_impro04_M004,you got to do.,neu,you got to do.,0
2198,Ses03F_impro04_M005,You could. You could. We just--,neu,You could. You could. We just--,0
2199,Ses03F_impro04_M006,we're just pooling our funds together.,neu,we're just pooling our funds together.,0
2200,Ses03F_impro04_M007,You don't owe me anything.,neu,You don't owe me anything.,0
2201,Ses03F_impro04_M008,"You are, you're going to class, you're learning, you're getting better. When you finally get that role you're going to be prepared.",neu,"You are, you're going to class, you're learning, you're getting better. When you finally get that role you're going to be prepared.",0
2202,Ses03F_impro04_M009,"Oh my God, Anna, you're still young. Don't even think about that.",neu,"Oh my God, Anna, you're still young. Don't even think about that.",0
2203,Ses03F_impro04_M010,"You're only twenty five, okay? Some people don't start until they're thirty five.",neu,"You're only twenty five, okay? Some people don't start until they're thirty five.",0
2204,Ses03F_impro04_M011,Yeah.,neu,Yeah.,0
2205,Ses03F_impro04_M012,What would you do- What would you do if you didn't? You can go to law school.,neu,What would you do- What would you do if you didn't? You can go to law school.,0
2206,Ses03F_impro04_M013,See? So you can't just quit now.,neu,See? So you can't just quit now.,0
2207,Ses03F_impro04_M014,Have you been going to auditions and stuff?,neu,Have you been going to auditions and stuff?,0
2208,Ses03F_impro04_M015,How's the job? Still waiting tables at Denny's?,neu,How's the job? Still waiting tables at Denny's?,0
2209,Ses03F_impro04_M016,"Well, they tip well.",neu,"Well, they tip well.",0
2210,Ses03F_impro04_M017,Maybe you could start teaching. I don't know.,neu,Maybe you could start teaching. I don't know.,0
2211,Ses03F_impro04_M018,"Go back to school. You know? Another three more years, get your master's.",neu,"Go back to school. You know? Another three more years, get your master's.",0
2212,Ses03F_impro04_M019,"Close to thirty. Oof, it's going to be tough.",neu,"Close to thirty. Oof, it's going to be tough.",0
2213,Ses03F_impro05_F002,"Where? I don't know. The lost and found. What do you mean, lost and found?",ang,"Where? I don't know. The lost and found. What do you mean, lost and found?",2
2214,Ses03F_impro05_F005,"Wait, sir. You're- You're completely not--what do you mean, stole it? How can they just steal it from an airplane? It was up in the air?",ang,"Wait, sir. You're- You're completely not--what do you mean, stole it? How can they just steal it from an airplane? It was up in the air?",2
2215,Ses03F_impro05_F007,"What do you mean, if it shows up? No, I need it now. I have my keys, I have my wallet, I have my money. I have thousands and thousands of dollars worth of stuff in there.",ang,"What do you mean, if it shows up? No, I need it now. I have my keys, I have my wallet, I have my money. I have thousands and thousands of dollars worth of stuff in there.",2
2216,Ses03F_impro05_F008,Not to mention I have my work in there.,ang,Not to mention I have my work in there.,2
2217,Ses03F_impro05_F009,"And what if- what if it is lost? Well, what are you guys going to do for me?",ang,"And what if- what if it is lost? Well, what are you guys going to do for me?",2
2218,Ses03F_impro05_F010,Fifteen percent?,ang,Fifteen percent?,2
2219,Ses03F_impro05_F011,What? There- There's hundreds of thousands of dollars worth of stuff in there.,ang,What? There- There's hundreds of thousands of dollars worth of stuff in there.,2
2220,Ses03F_impro05_F015,"No, they said I couldn't lock it.",ang,"No, they said I couldn't lock it.",2
2221,Ses03F_impro05_F016,Give me--I'm going to talk to your supervisor. Give me your supervisor. I want to talk to your supervisor right now.,ang,Give me--I'm going to talk to your supervisor. Give me your supervisor. I want to talk to your supervisor right now.,2
2222,Ses03F_impro05_F017,"Well, get- I want the C.E.O. then.",ang,"Well, get- I want the C.E.O. then.",2
2223,Ses03F_impro05_M003,"Oh, not--we didn't lose it; maybe the airport lost it. Maybe someone stole it.",neu,"Oh, not--we didn't lose it; maybe the airport lost it. Maybe someone stole it.",0
2224,Ses03F_impro05_M008,and when you sign your ticket we could replace about fifteen percent of what's in the bag.,neu,and when you sign your ticket we could replace about fifteen percent of what's in the bag.,0
2225,Ses03F_impro05_M009,Up to a limit of twenty five dollars.,neu,Up to a limit of twenty five dollars.,0
2226,Ses03F_impro05_M011,"I think that's kind of stupid, that you put a hundred thousands of dollars in the bag.",neu,"I think that's kind of stupid, that you put a hundred thousands of dollars in the bag.",0
2227,Ses03F_impro05_M013,"Okay, let me get him.Oh, guess who the supervisor is? It's me.",neu,"Okay, let me get him.Oh, guess who the supervisor is? It's me.",0
2228,Ses03F_impro05_M014,"What, do you have questions?",neu,"What, do you have questions?",0
2229,Ses03F_impro06_F000,Okay.,sad,Okay.,3
2230,Ses03F_impro06_F001,Yeah. Wow.,sad,Yeah. Wow.,3
2231,Ses03F_impro06_F002,"Mmm hmm. I never knew it was going to be this hard, you know.",sad,"Mmm hmm. I never knew it was going to be this hard, you know.",3
2232,Ses03F_impro06_F003,It's weird 'cause it's like you expected it to happen and eventually-,sad,It's weird 'cause it's like you expected it to happen and eventually-,3
2233,Ses03F_impro06_F004,"he had cancer, you know?",sad,"he had cancer, you know?",3
2234,Ses03F_impro06_F005,"They thought he got--would get better and he did, and then it just- things turned bad.",sad,"They thought he got--would get better and he did, and then it just- things turned bad.",3
2235,Ses03F_impro06_F006,"Turned around for the worst, you know.",sad,"Turned around for the worst, you know.",3
2236,Ses03F_impro06_F007,He was amazing.,sad,He was amazing.,3
2237,Ses03F_impro06_F008,I loved that boy.,sad,I loved that boy.,3
2238,Ses03F_impro06_F009,"We did everything together, you know.",sad,"We did everything together, you know.",3
2239,Ses03F_impro06_F010,"It's weird, I think. I feel so alone, you know? What am I going to do now? Now that he's gone.",sad,"It's weird, I think. I feel so alone, you know? What am I going to do now? Now that he's gone.",3
2240,Ses03F_impro06_F011,He's so young. It seems so--,sad,He's so young. It seems so--,3
2241,Ses03F_impro06_F012,so wrong in so many ways.,sad,so wrong in so many ways.,3
2242,Ses03F_impro06_F013,"His poor parents. You know, it's their only son.",sad,"His poor parents. You know, it's their only son.",3
2243,Ses03F_impro06_F014,"Kind of a whole year. I mean, he suffered with this, this monster, this thing, this disease.",sad,"Kind of a whole year. I mean, he suffered with this, this monster, this thing, this disease.",3
2244,Ses03F_impro06_F015,"I know. He was, he had so much going for him.",sad,"I know. He was, he had so much going for him.",3
2245,Ses03F_impro06_F016,"So handsome, so young, so gifted.",sad,"So handsome, so young, so gifted.",3
2246,Ses03F_impro06_F017,So talented.,sad,So talented.,3
2247,Ses03F_impro06_F018,"Such a sweet person, you know?",sad,"Such a sweet person, you know?",3
2248,Ses03F_impro06_F019,Not very good.,sad,Not very good.,3
2249,Ses03F_impro06_F020,"Can you imagine, though, you know, as a parent, just losing a kid? Twenty-two years old.",sad,"Can you imagine, though, you know, as a parent, just losing a kid? Twenty-two years old.",3
2250,Ses03F_impro06_F021,"It's weird, I kind of feel like part of me is gone now, you know?",sad,"It's weird, I kind of feel like part of me is gone now, you know?",3
2251,Ses03F_impro06_F022,Because this other half was just kind of like ripped away.,sad,Because this other half was just kind of like ripped away.,3
2252,Ses03F_impro06_F023,"He was like, he was like my brother, you know.",sad,"He was like, he was like my brother, you know.",3
2253,Ses03F_impro06_F024,He was my brother.,sad,He was my brother.,3
2254,Ses03F_impro06_F025,"Just seems so unfair, is the way it is.",sad,"Just seems so unfair, is the way it is.",3
2255,Ses03F_impro06_F026,"You know, he had that really pretty girlfriend for like about a year and-",sad,"You know, he had that really pretty girlfriend for like about a year and-",3
2256,Ses03F_impro06_F027,Kelly. Kelly Uveny.,sad,Kelly. Kelly Uveny.,3
2257,Ses03F_impro06_F028,They talked about getting married and--,sad,They talked about getting married and--,3
2258,Ses03F_impro06_F029,"Yeah. But then when he got cancer and it got bad, you know, she just took off and-",sad,"Yeah. But then when he got cancer and it got bad, you know, she just took off and-",3
2259,Ses03F_impro06_F030,so I was there for him.,sad,so I was there for him.,3
2260,Ses03F_impro06_F031,"Yeah. God, I loved that kid.",sad,"Yeah. God, I loved that kid.",3
2261,Ses03F_impro06_F032,yeah.,sad,yeah.,3
2262,Ses03F_impro06_F033,"Joe, do you think he knew I loved him?",sad,"Joe, do you think he knew I loved him?",3
2263,Ses03F_impro06_F034,"I never told him, I love you, but-",sad,"I never told him, I love you, but-",3
2264,Ses03F_impro06_F035,I loved him so much.,sad,I loved him so much.,3
2265,Ses03F_impro06_M000,How you doing?,neu,How you doing?,0
2266,Ses03F_impro06_M001,We're all going to miss him.,neu,We're all going to miss him.,0
2267,Ses03F_impro06_M002,"I didn't know him, Tricia, but uh- I heard that he was a great man.",sad,"I didn't know him, Tricia, but uh- I heard that he was a great man.",3
2268,Ses03F_impro06_M003,yeah.,neu,yeah.,0
2269,Ses03F_impro06_M004,"He was in chemo the whole time, right?",sad,"He was in chemo the whole time, right?",3
2270,Ses03F_impro06_M005,And he just got that baseball scholarship.,sad,And he just got that baseball scholarship.,3
2271,Ses03F_impro06_M006,How's his parents doing?,sad,How's his parents doing?,3
2272,Ses03F_impro06_M007,"You guys were pretty close, weren't you?",sad,"You guys were pretty close, weren't you?",3
2273,Ses03F_impro06_M008,What was her name?,sad,What was her name?,3
2274,Ses03F_impro06_M009,Trying to have a baby.,sad,Trying to have a baby.,3
2275,Ses03F_impro06_M010,Some people.,sad,Some people.,3
2276,Ses03F_impro06_M011,"Yeah, but you were there all the hospital days. By his bed-",sad,"Yeah, but you were there all the hospital days. By his bed-",3
2277,Ses03F_impro06_M012,"So nice, so positive.",sad,"So nice, so positive.",3
2278,Ses03F_impro06_M013,We need more people like him.,sad,We need more people like him.,3
2279,Ses03F_impro06_M014,I don't know.,sad,I don't know.,3
2280,Ses03F_impro06_M015,I don't know if Benny was smart like that- but-,sad,I don't know if Benny was smart like that- but-,3
2281,Ses03F_impro06_M016,I'm sure he loved you too. He just didn't know it.,sad,I'm sure he loved you too. He just didn't know it.,3
2282,Ses03F_impro07_F001,"Uh-, So I got some good news.",hap,"Uh-, So I got some good news.",1
2283,Ses03F_impro07_F004,I have some better news than that.,hap,I have some better news than that.,1
2284,Ses03F_impro07_F005,"Yes, What would you want more than anything in this world?",hap,"Yes, What would you want more than anything in this world?",1
2285,Ses03F_impro07_F007,"I got--U.S.C.. I got- Yeah, I got the acceptance letter.",hap,"I got--U.S.C.. I got- Yeah, I got the acceptance letter.",1
2286,Ses03F_impro07_F008,"Yes, me, I got in. Thank you very much.",hap,"Yes, me, I got in. Thank you very much.",1
2287,Ses03F_impro07_F009,"Yeah, I know, my mom called me. I was with my girlfriend in Boston, and uh- she got the letter and she called me, she said I don't know, do you want me to open it? And I was like yes, open it. And she opened it and she goes oh, I'm sorry, Nat.",hap,"Yeah, I know, my mom called me. I was with my girlfriend in Boston, and uh- she got the letter and she called me, she said I don't know, do you want me to open it? And I was like yes, open it. And she opened it and she goes oh, I'm sorry, Nat.",1
2288,Ses03F_impro07_F011,"And my mom was like Natalie, Natalie, it's [GARBAGE], you know-",hap,"And my mom was like Natalie, Natalie, it's [GARBAGE], you know-",1
2289,Ses03F_impro07_F012,"and so, I mean, I got in.",hap,"and so, I mean, I got in.",1
2290,Ses03F_impro07_F013,So now I can stay here and now we can party. I know.,hap,So now I can stay here and now we can party. I know.,1
2291,Ses03F_impro07_F014,"Yeah, why not.",hap,"Yeah, why not.",1
2292,Ses03F_impro07_F015,"We're not twenty one yet, but whatever.",neu,"We're not twenty one yet, but whatever.",0
2293,Ses03F_impro07_F016,"[LAUGHTER]. I'm so excited, Joe. Oh, man, I-- And I got in--I got into the school of theatre, so it's like-",hap,"[LAUGHTER]. I'm so excited, Joe. Oh, man, I-- And I got in--I got into the school of theatre, so it's like-",1
2294,Ses03F_impro07_F017,Yeah. It's really cool.,hap,Yeah. It's really cool.,1
2295,Ses03F_impro07_F019,Top five in the nation.,hap,Top five in the nation.,1
2296,Ses03F_impro07_F020,"Acting Pants? So what are you going to do? Are you--you're be--you're going to stay here, right?",hap,"Acting Pants? So what are you going to do? Are you--you're be--you're going to stay here, right?",1
2297,Ses03F_impro07_F021,Awesome. We're both going to be in L.A.,hap,Awesome. We're both going to be in L.A.,1
2298,Ses03F_impro07_F022,"I'm so excited. Yeah, I thought I was going to go to Boston, but then--",hap,"I'm so excited. Yeah, I thought I was going to go to Boston, but then--",1
2299,Ses03F_impro07_F023,"Oh man, I'm so excited. So much to do.",hap,"Oh man, I'm so excited. So much to do.",1
2300,Ses03F_impro07_F025,I'm just so excited to start my life.,hap,I'm just so excited to start my life.,1
2301,Ses03F_impro07_F026,"Oh, and you sit down and you have the sponge bread-- --and eat the--drink the beer. Ugh, I love that stuff. I'm so excited.",hap,"Oh, and you sit down and you have the sponge bread-- --and eat the--drink the beer. Ugh, I love that stuff. I'm so excited.",1
2302,Ses03F_impro07_F027,Are you going to come stay in my dorm with me sometime?,hap,Are you going to come stay in my dorm with me sometime?,1
2303,Ses03F_impro07_F028,Yeah. I'll get like one of those little--,hap,Yeah. I'll get like one of those little--,1
2304,Ses03F_impro07_F029,Yeah. Those little-- --mattresses. I'll put it by my bed.,hap,Yeah. Those little-- --mattresses. I'll put it by my bed.,1
2305,Ses03F_impro07_F031,That's going to--that'll be reserved for somebody else.,neu,That's going to--that'll be reserved for somebody else.,0
2306,Ses03F_impro07_F032,[LAUGHTER] Hello? I am not.,hap,[LAUGHTER] Hello? I am not.,1
2307,Ses03F_impro07_F034,"[LAUGHTER]. No, you'd get used to it.",hap,"[LAUGHTER]. No, you'd get used to it.",1
2308,Ses03F_impro07_F035,"[LAUGHTER]. Oh, Joe, I'm so happy.",hap,"[LAUGHTER]. Oh, Joe, I'm so happy.",1
2309,Ses03F_impro07_M000,"Hey, Isabella.",neu,"Hey, Isabella.",0
2310,Ses03F_impro07_M001,I'm all right.,neu,I'm all right.,0
2311,Ses03F_impro07_M003,You're not pregnant or anything.,neu,You're not pregnant or anything.,0
2312,Ses03F_impro07_M004,"I know you've been trying to have a baby, right?",neu,"I know you've been trying to have a baby, right?",0
2313,Ses03F_impro07_M008,Which one?,hap,Which one?,1
2314,Ses03F_impro07_M011,Good for you.,hap,Good for you.,1
2315,Ses03F_impro07_M012,oh yeah.,neu,oh yeah.,0
2316,Ses03F_impro07_M013,"Oh, Jesus. That is so amazing.",hap,"Oh, Jesus. That is so amazing.",1
2317,Ses03F_impro07_M014,Party. You want to get drunk tonight?,hap,Party. You want to get drunk tonight?,1
2318,Ses03F_impro07_M015,"Yeah, we're going to celebrate.",hap,"Yeah, we're going to celebrate.",1
2319,Ses03F_impro07_M019,Who-whooooo. Miss Acti- Acting Pants.,hap,Who-whooooo. Miss Acti- Acting Pants.,1
2320,Ses03F_impro07_M021,I got into film school at the Art Academy.,neu,I got into film school at the Art Academy.,0
2321,Ses03F_impro07_M022,So I'm going to be--yeah. I'm going to make films; you're going to be in them.,hap,So I'm going to be--yeah. I'm going to make films; you're going to be in them.,1
2322,Ses03F_impro07_M023,Fuck Boston.,neu,Fuck Boston.,0
2323,Ses03F_impro07_M025,We should uh- go to Little Ethiopia.,neu,We should uh- go to Little Ethiopia.,0
2324,Ses03F_impro07_M026,"Hell, yeah. Pass out.",hap,"Hell, yeah. Pass out.",1
2325,Ses03F_impro07_M027,-drunk.,hap,-drunk.,1
2326,Ses03F_impro07_M028,"No, I'll sleep in your bed. Cuddle up.",hap,"No, I'll sleep in your bed. Cuddle up.",1
2327,Ses03F_impro07_M029,Uh-oh.,hap,Uh-oh.,1
2328,Ses03F_impro07_M032,Yeah.,hap,Yeah.,1
2329,Ses03F_impro07_M033,"Well, get used to it.",neu,"Well, get used to it.",0
2330,Ses03F_impro07_M034,"Hey, I'm already getting used to it.",hap,"Hey, I'm already getting used to it.",1
2331,Ses03F_impro07_M035,"Me too, Isabella.",hap,"Me too, Isabella.",1
2332,Ses03F_impro08_F000,"Hello sir, can I help you?",neu,"Hello sir, can I help you?",0
2333,Ses03F_impro08_F001,I [GARBAGE],neu,I [GARBAGE],0
2334,Ses03F_impro08_F002,"Yes, sir, I'm very sorry, but we've had some trouble here.  There's been a lot of calls and the system has-",neu,"Yes, sir, I'm very sorry, but we've had some trouble here.  There's been a lot of calls and the system has-",0
2335,Ses03F_impro08_F003,"Sir, please calm down.  There's no reason to use profanity like that.  It's not-",neu,"Sir, please calm down.  There's no reason to use profanity like that.  It's not-",0
2336,Ses03F_impro08_F004,"Okay, and this is for Verizon? Your provider?",neu,"Okay, and this is for Verizon? Your provider?",0
2337,Ses03F_impro08_F005,"Well, um- we have a little problem with the system going on.  One of our satellites is down, and I-",neu,"Well, um- we have a little problem with the system going on.  One of our satellites is down, and I-",0
2338,Ses03F_impro08_F006,"You're going to have to just be patient with us, sir, as we",neu,"You're going to have to just be patient with us, sir, as we",0
2339,Ses03F_impro08_F007,"Well, I know sir, and we all are busy.",neu,"Well, I know sir, and we all are busy.",0
2340,Ses03F_impro08_F008,But I'm going to definitely have to- uh--get your contact information,neu,But I'm going to definitely have to- uh--get your contact information,0
2341,Ses03F_impro08_F009,"Okay, well, if you would like, um- we will be turning on the systems in probably about ten hours.",neu,"Okay, well, if you would like, um- we will be turning on the systems in probably about ten hours.",0
2342,Ses03F_impro08_F010,"Sir, I'm very sorry, but this is the way it is.  This- We have no control over it.  It's going to take-  -but you have to be patient with us.  You can use a calling card.  We will give you a free calling card to use.",neu,"Sir, I'm very sorry, but this is the way it is.  This- We have no control over it.  It's going to take-  -but you have to be patient with us.  You can use a calling card.  We will give you a free calling card to use.",0
2343,Ses03F_impro08_F011,"Do you have a land line, sir?",neu,"Do you have a land line, sir?",0
2344,Ses03F_impro08_F012,"Okay, well, we will send you- We will reimburse you for the amount of minutes that you-",neu,"Okay, well, we will send you- We will reimburse you for the amount of minutes that you-",0
2345,Ses03F_impro08_F013,-on average would use.,neu,-on average would use.,0
2346,Ses03F_impro08_F014,"And we will probably send you a calling card.  I'm very sorry.  You're just going to have to be patient, sir.",neu,"And we will probably send you a calling card.  I'm very sorry.  You're just going to have to be patient, sir.",0
2347,Ses03F_impro08_F015,"No, we don't just give you things.  We're- we're-",neu,"No, we don't just give you things.  We're- we're-",0
2348,Ses03F_impro08_F016,we compensating you for all your-,neu,we compensating you for all your-,0
2349,Ses03F_impro08_F020,Three days?,neu,Three days?,0
2350,Ses03F_impro08_F021,A day?,neu,A day?,0
2351,Ses03F_impro08_F022,"I don't know, sir.",neu,"I don't know, sir.",0
2352,Ses03F_impro08_F023,"Oh, well, I'm sorry about that. Umm- We-",neu,"Oh, well, I'm sorry about that. Umm- We-",0
2353,Ses03F_impro08_F024,"Well, ten hours worth of minutes--",neu,"Well, ten hours worth of minutes--",0
2354,Ses03F_impro08_F025,is what's going to happen.,neu,is what's going to happen.,0
2355,Ses03F_impro08_F026,"Sir,",neu,"Sir,",0
2356,Ses03F_impro08_F027,"what I would like what I'm advising you to do now is just to write down all of your problems that you-you feel that--You know, haven't been addressed, fax it to us-",neu,"what I would like what I'm advising you to do now is just to write down all of your problems that you-you feel that--You know, haven't been addressed, fax it to us-",0
2357,Ses03F_impro08_F028,and we will take care of it if anything happens.  But all we can do now is ask for your patience.,neu,and we will take care of it if anything happens.  But all we can do now is ask for your patience.,0
2358,Ses03F_impro08_F029,Okay? Thank you for calling.  Goodbye.,neu,Okay? Thank you for calling.  Goodbye.,0
2359,Ses03F_impro08_M000,"Hey, you stupid dumb shit machine, give me a fucking operator, huh?",ang,"Hey, you stupid dumb shit machine, give me a fucking operator, huh?",2
2360,Ses03F_impro08_M006,You know what?  I'm just going to- Patient?  I'm a busy man.,ang,You know what?  I'm just going to- Patient?  I'm a busy man.,2
2361,Ses03F_impro08_M007,"-have to, have to what?",ang,"-have to, have to what?",2
2362,Ses03F_impro08_M008,What?  It's my phone.  You can't even call me on it. I don't have another phone.,ang,What?  It's my phone.  You can't even call me on it. I don't have another phone.,2
2363,Ses03F_impro08_M009,What?  Are you kidding me?,ang,What?  Are you kidding me?,2
2364,Ses03F_impro08_M010,"Oh, my God.",ang,"Oh, my God.",2
2365,Ses03F_impro08_M011,I- I'm going to kill myself right now.,ang,I- I'm going to kill myself right now.,2
2366,Ses03F_impro08_M012,A free calling card?,ang,A free calling card?,2
